ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06113,1782549,Palmolive Natural Shampoo Brilliant Shine 180ml,24,95,21,0,117,29751.95,4,5,101,25683.31,Palmolive Natural Shampoo Brilliant Shine 180ml,0,Home & Personal Care,2700,Palmolive Shampoo/Conditioners,4068.64,4,67,76,5,,Personal Care,1,76,Alpha,,,,9990,2,37,,,,PONSH BRILLIANT SHINE 180 ML,14579,MSKU05462,ST001-Core,Yes,595253.3037,12233,SKU06113 MRP-[299],,Shampoos/Conditioner,Palmolive Natural Shampoo Brilliant Shine 180ml,Palmolive Shampoo/Conditioners
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14236,1783040a,Palmolive Natural Shampoo Healthy & Smooth 375ml,12,22,21,0,2,1021.28,0,0,0,0,Palmolive Natural Shampoo Healthy & Smooth 375ml,0,Home & Personal Care,1,Palmolive Shampoo/Conditioners,1021.28,0,0,49,5,35,Personal Care,1,49,Alpha,,,,26230,5,54,,,,PONSH HEALTHY & SMOOTH 375 ML,,MSKU05465,,No,595253.3037,23795,SKU14236 MRP-[570],,Shampoos/Conditioner,Palmolive Natural Shampoo Healthy & Smooth 375ml,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU05919,1790457,Colgate Great Regular Flavour NF 150gm (Promo),72,152,42,0,0,0,0,0,0,0,Colgate Great Regular Flavour NF 150gm (Promo),0,Home & Personal Care,1,Colgate Toothpaste,0,0,0,49,5,15,Personal Care,1,49,Alpha,,,,18001,1,81,,,No,COLGATE GRF 150 GMS NF,18001,MSKU05263,ST001-Core,No,595253.3037,19758,SKU05919 MRP-[245],Top15-SubCat,Toothpaste/Brush,Colgate Great Regular Flavour NF 150gm (Promo),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU05931,1790948,Colgate Herbal 100gm,72,689,98,0,756,98200.47,10,6,726,94303.62,Colgate Herbal 100gm,2,Home & Personal Care,17276,Colgate Toothpaste,3896.85,10,38,76,5,,Personal Care,1,76,Alpha,,,,26740,3,190,,,No,COLGATE HERBAL 100G ND,49658,MSKU05275,ST001-Core,Yes,595253.3037,40962,SKU05931 MRP-[155],Top15-SubCat,Toothpaste/Brush,Colgate Herbal 100gm,Colgate Toothpaste
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14694,1780286,Palmolive Naturals Flawless glow 130g,108,324,182,0,729,83348.9,6,32,680,77746.58,Palmolive Naturals Flawless glow 130g,1,Home & Personal Care,10264,Palmolive Soaps/Handwash,5602.32,6,53,18,5,,Personal Care,1,18,Alpha,,,,26872,2,233,,,,PALMOLIVE NATURALS - C 135G (96pcs),26872,MSKU05434,,Yes,595253.3037,18411,SKU14694 MRP-[123],,Soaps/Facewash,Palmolive Naturals Flawless glow 130g,Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12247,1790662,Colgate Toothpaste Herbal 22g (MRP 30),120,1976,700,0,332,8786.58,0,102,102,2699.49,Colgate Toothpaste Herbal 22g (MRP 30),5,Home & Personal Care,14720,Colgate Toothpaste,6087.09,0,1,5,5,,Personal Care,1,5,Alpha,45103,7,22230,21280,7,798,,,,Colgate Toothpaste Herbal 22g (MRP 30),26800,MSKU09640,,Yes,595253.3037,21495,SKU12247 MRP-[30],Top15-SubCat,Toothpaste/Brush,Colgate Toothpaste Herbal 22g (MRP 30),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14655,1780713,Palmolive Naturals Moisturizing glow 165g,72,68,49,0,145,19447.63,1,58,130,17435.81,Palmolive Naturals Moisturizing glow 165g,0,Home & Personal Care,4511,Palmolive Soaps/Handwash,2011.82,1,27,18,5,,Personal Care,1,18,Alpha,,,,9274,1,68,,,,PALMOLIVE NATURALS - W 165G,9274,MSKU05444,,Yes,595253.3037,6354,SKU14655 MRP-[150],,Soaps/Facewash,Palmolive Naturals Moisturizing glow 165g,Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU05918,1790266,Colgate Great Regular Flavour NF 100gm,72,92,70,0,0,0,0,0,0,0,Colgate Great Regular Flavour NF 100gm,0,Home & Personal Care,1,Colgate Toothpaste,0,0,0,49,5,33,Personal Care,1,49,Alpha,,,,23866,2,148,,,No,COLGATE GRF 100 GM NF,,MSKU05262,ST001-Core,No,595253.3037,23056,SKU05918 MRP-[165],Top15-SubCat,Toothpaste/Brush,Colgate Great Regular Flavour NF 100gm (MRP 180),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU05967,1797012,Colgate Toothbrush Extra Clean Medium,72,0,0,0,0,0,0,0,0,0,Colgate Toothbrush Extra Clean Medium,0,Home & Personal Care,1,Colgate Toothbrush,0,0,0,199,5,303,Personal Care,1,199,Alpha,,,,2799,1,44,,,No,CTB - EXTRA CLEAN (W/CAP) - MED - LOCAL,,MSKU05316,ST001-Core,No,595253.3037,,SKU05967 MRP-[70],,Toothpaste/Brush,Colgate Toothbrush Extra Clean Medium,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14698,1780421,Palmolive Natural Radiant glow 130g,108,1009,490,0,61,6712.03,0,0,0,0,Palmolive Natural Radiant glow 130g,3,Home & Personal Care,35823,Palmolive Soaps/Handwash,6712.03,0,0,18,5,5,Personal Care,1,18,Alpha,,,,89429,7,806,,,,PALMOLIVE NATURALS - P 135G (96pcs),89429,MSKU05440,,No,595253.3037,61271,SKU14698 MRP-[123],,Soaps/Facewash,Palmolive Natural Radiant glow 130g,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14114,1792814,Colgate Sparkle 130gm (MRP 135),48,192,84,0,0,0,0,0,0,0,Colgate Sparkle 130gm (MRP 135),0,Home & Personal Care,1,Colgate Toothpaste,0,0,0,31,5,22,Personal Care,1,31,Alpha,45103,2,11691,16630,3,136,,,,COLGATE SPARKLE 130Gm,8091,MSKU05297,,No,595253.3037,10645,SKU14114 MRP-[135],Top15-SubCat,Toothpaste/Brush,Colgate Sparkle 130gm (MRP 135),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14791,1782700,Palmolive Natural Shampoo Intensive Moisture 180ml,24,0,28,0,24,7095.09,1,0,24,7095.09,Palmolive Natural Shampoo Intensive Moisture 180ml,0,Home & Personal Care,1,Palmolive Shampoo/Conditioners,0,1,49666,5,5,,Personal Care,1,5,Alpha,,,,14248,2,52,,,,PONSH -INTENSIVE MOISTURE 180 ML,,MSKU05470,ST001-Core,Yes,595253.3037,19705,SKU14791 MRP-[330],,Shampoos/Conditioner,Palmolive Natural Shampoo Intensive Moisture 180ml,Palmolive Shampoo/Conditioners
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14656,1780714,Palmolive Naturals Radiant glow 165g,72,22,28,0,191,25617.23,2,42,186,24946.62,Palmolive Naturals Radiant glow 165g,0,Home & Personal Care,1686,Palmolive Soaps/Handwash,670.61,2,104,18,5,,Personal Care,1,18,Alpha,,,,3055,0,22,,,,PALMOLIVE NATURALS - P 165G,3055,MSKU05441,,Yes,595253.3037,2093,SKU14656 MRP-[150],,Soaps/Facewash,Palmolive Naturals Radiant glow 165g,Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU05961,1796657,Colgate Toothbrush Classic Clean Medium,72,0,0,0,0,0,0,0,0,0,Colgate Toothbrush Classic Clean Medium,0,Home & Personal Care,1,Colgate Toothbrush,0,0,0,200,5,292,Personal Care,1,200,Alpha,,,,4100,1,100,,,No,CTB - CLASSIC DEEP CLEAN - M - LOCAL,,MSKU05310,,No,595253.3037,,SKU05961 MRP-[80],,Toothpaste/Brush,Colgate Toothbrush Classic Clean Medium,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14931,1780359,Palmolive Naturals Hydrating glow 98g,108,402,196,0,660,59509.56,5,78,618,55722.59,Palmolive Naturals Hydrating glow 98g,2,Home & Personal Care,16272,Palmolive Soaps/Handwash,3786.97,5,24,18,5,,Personal Care,1,18,Alpha,,,,27444,3,300,,,,PALMOLIVE NATURALS - G 100G,27444,MSKU05435,,Yes,595253.3037,18803,SKU14931 MRP-[97],,Soaps/Facewash,Palmolive Naturals Hydrating glow 98g,Palmolive Soaps/Handwash
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14514,SKU14514,Butterfly Ultra Long 8s (BF UL) (MRP 220),36,37,70,0,103,18036.54,2,10,82,14359.18,Butterfly Ultra Long 8s (BF UL) (MRP 220),0,Home & Personal Care,2343,Butterfly,3677.36,2,43,12,12,,Personal Care,1,12,Alpha,,,,14741,3,90,,,,Butterfly Ultra Long 8s (BF UL),2343,MSKU03800,ST001-Core,Yes,600000,32989,SKU14514 MRP-[220],Top15-SubCat,Feminine Care,Butterfly Ultra Long 8s (BF UL) (MRP 220),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14515,SKU14515,Mother Comforts Ultra Big Saver 16s (MC UBS) (MRP 400),24,16,56,0,0,0,0,0,0,0,Mother Comforts Ultra Big Saver 16s (MC UBS) (MRP 400),0,Home & Personal Care,3276,Butterfly,0,0,0,31,12,5,Personal Care,1,31,Alpha,,,,25700,4,84,,,,Mother Comforts Ultra Big Saver 16s (MC UBS),3276,MSKU03811,ST001-Core,No,600000,72960,SKU14515 MRP-[400],Top15-SubCat,Feminine Care,Mother Comforts Ultra Big Saver 16s (MC UBS) (MRP 400),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04443,8964000043226,Mother Comforts Extra Large 10s (MCL),24,205,42,0,0,0,0,0,0,0,Mother Comforts Extra Large 10s (MCL),1,Home & Personal Care,4686,Butterfly,0,0,0,40,12,6,Personal Care,1,40,Alpha,,,,17976,4,84,,,,Mother Comforts Extra Large 10s (MCL),17976,MSKU03787,ST001-Core,No,600000,29539,SKU04443 MRP-[260],,Feminine Care,Mother Comforts Extra Large 10s (MCL),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14511,SKU14511,Butterfly Maxi Extra Long Value Pack 16s (Maxi XL VP) (MRP 620),12,50,21,0,46,22701.52,3,10,46,22701.52,Butterfly Maxi Extra Long Value Pack 16s (Maxi XL VP) (MRP 620),0,Home & Personal Care,1,Butterfly,0,3,158911,12,12,,Personal Care,1,12,Alpha,,,,20794,3,41,,,,Butterfly Maxi Extra Long Value Pack (BF Maxi L VP),23868,MSKU03797,ST001-Core,Yes,600000,32530,SKU14511 MRP-[620],,Feminine Care,Butterfly Maxi Extra Long Value Pack 16s (Maxi XL VP) (MRP 620),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04452,8964000043615,Butterfly Maxi Extra Large 8s (Maxi XL),18,105,147,0,0,0,0,0,0,0,Butterfly Maxi Extra Large 8s (Maxi XL),0,Home & Personal Care,1,Butterfly,0,0,0,55,12,45,Personal Care,1,55,Alpha,,,,33276,7,134,,,,Butterfly Maxi Extra Large,,MSKU03796,ST001-Core,No,600000,,SKU04452 MRP-[290],,Feminine Care,Butterfly Maxi Extra Large 8s (Maxi XL),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04451,8964000043653,Butterfly Maxi Large Value Pack 18s (Maxi L VP),12,48,28,0,0,0,0,0,0,0,Butterfly Maxi Large Value Pack 18s (Maxi L VP),0,Home & Personal Care,1,Butterfly,0,0,0,89,12,29,Personal Care,1,89,Alpha,,,,28484,5,54,,,,Butterfly Maxi Large Value Pack,,MSKU03795,ST001-Core,No,600000,10626,SKU04451 MRP-[560],,Feminine Care,Butterfly Maxi Large Value Pack 18s (Maxi L VP),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04467,8964000043899,Mother Comforts Ultra Big Saver 16s (MC UBS),18,313,56,0,54,15901.33,1,12,30,8834.07,Mother Comforts Ultra Big Saver 16s (MC UBS),0,Home & Personal Care,2121,Butterfly,7067.26,1,29,40,12,,Personal Care,1,40,Alpha,,,,25700,5,84,,,,Mother Comforts Ultra Big Saver 16s (MC UBS),37060,MSKU03811,ST001-Core,Yes,600000,72960,SKU04467 MRP-[370],Top15-SubCat,Feminine Care,Mother Comforts Ultra Big Saver 16s (MC UBS) (MRP 400),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04456,8964000043141,Butterfly Ultra Long 8s (BF UL),24,290,70,0,0,0,0,0,0,0,Butterfly Ultra Long 8s (BF UL),0,Home & Personal Care,1,Butterfly,0,0,0,40,12,17,Personal Care,1,40,Alpha,,,,14741,4,90,,,,Butterfly Ultra Long 8s (BF UL),10121,MSKU03800,ST001-Core,No,600000,32989,SKU04456 MRP-[190],Top15-SubCat,Feminine Care,Butterfly Ultra Long 8s (BF UL) (MRP 220),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14283,8964000043455,Butterfly Ultra Long 16s (UBS) (MRP 430),24,500,112,0,97,33200.27,3,15,87,29777.56,Butterfly Ultra Long 16s (UBS) (MRP 430),4,Home & Personal Care,29585,Butterfly,3422.71,3,7,12,12,,Personal Care,1,12,Alpha,,,,50716,6,144,Core,,,Butterfly UBS,92006,MSKU03804,ST001-Core,Yes,600000,194823,SKU14283 MRP-[430],Top15-SubCat,Feminine Care,Butterfly Ultra Long 16s (UBS) (MRP 430),Butterfly
Onaaj Rice,Jugnu Fulfillment Centre - Islamabad,SKU05747,MSKU05158,Engro Onaaj Daily Super Kernel 25 Kg,1,27,14,0,0,0,0,0,0,0,Engro Onaaj Daily Super Kernel 25 Kg,0,Commodities,1,Onaaj Rice,0,0,0,116,116,32,Chaawal,1,116,Charlie,,,,159416,24,24,,,,Engro Onaaj Daily Super Kernel Rice 25 Kg,,MSKU05158,ST001-Core,No,600000,55237,SKU05747 MRP-[6855],,Chaawal,Engro Onaaj Daily Super Kernel 25 Kg,OOS SKU
Onaaj Rice,Jugnu Fulfillment Centre - Islamabad,SKU04065,2,Engro Onaaj Sayla Basmati Rice (1121) 25 Kg,1,0,0,0,0,0,0,0,0,0,Engro Onaaj Sayla Basmati Rice (1121) 25 Kg,0,Commodities,1,Onaaj Rice,0,0,0,328,116,265,Chaawal,1,328,Charlie,,,,148074,23,23,,,,Onaaj Sella Basmati Rice 25 Kg,,MSKU03407,,No,600000,,SKU04065 MRP-[7895],,Chaawal,Engro Onaaj Sayla Basmati Rice (1121) 25 Kg,OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04459,8964000043479,Butterfly Ultra Big Saver Long 18s,18,111,35,0,0,0,0,0,0,0,Butterfly Ultra Big Saver Long 18s,0,Home & Personal Care,1,Butterfly,0,0,0,40,12,22,Personal Care,1,40,Alpha,,,,26553,4,80,,,No,Butterfly Ultra Big Saver Long 16s,9896,MSKU03803,ST001-Core,No,600000,30479,SKU04459 MRP-[390],,Feminine Care,Butterfly Ultra Big Saver Long 18s,OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04458,8964000043189,Butterfly Ultra Big Saver Mini 8s (Mini UBS),18,397,70,0,3,477.62,0,0,0,0,Butterfly Ultra Big Saver Mini 8s (Mini UBS),0,Home & Personal Care,1310,Butterfly,477.62,0,0,40,12,11,Personal Care,1,40,Alpha,,,,17692,6,107,,,,Butterfly Ultra Long 8s (UBS MINI),41415,MSKU03802,,No,600000,66110,SKU04458 MRP-[200],,Feminine Care,Butterfly Ultra Big Saver Mini 8s (Mini UBS),OOS SKU
Onaaj Rice,Jugnu Fulfillment Centre - Islamabad,SKU04068,5,Engro Onaaj Budget Basmati Rice 25 Kg,1,208,42,0,0,0,0,0,0,0,Engro Onaaj Budget Basmati Rice 25 Kg,12,Commodities,62913,Onaaj Rice,0,0,0,116,116,8,Chaawal,1,116,Charlie,,,,314570,60,60,Core,,,Onaaj Budget Broken Basmati Rice 25 Kg,549986,MSKU03410,ST001-Core,No,600000,544763,SKU04068 MRP-[5377],Top15-SubCat,Chaawal,Engro Onaaj Budget Basmati Rice 25 Kg,OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14513,SKU14513,Butterfly Ultra Large 8s (Mini UBS) (Rs. 220),36,33,70,0,111,19437.43,2,23,95,16635.64,Butterfly Ultra Large 8s (Mini UBS) (Rs. 220),0,Home & Personal Care,1801,Butterfly,2801.79,2,65,12,12,,Personal Care,1,12,Alpha,,,,17692,3,107,,,,Butterfly Ultra Long 8s (UBS MINI),1801,MSKU03802,,Yes,600000,66110,SKU14513 MRP-[220],,Feminine Care,Butterfly Ultra Big Saver Mini 8s (Mini UBS),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14906,8964000043608,Butterfly Maxi Large 9s (Maxi L) (MRP 320),24,105,77,0,176,44829.8,6,18,162,41263.8,Butterfly Maxi Large 9s (Maxi L) (MRP 320),0,Home & Personal Care,3576,Butterfly,3566,6,81,21,12,,Personal Care,1,21,Alpha,,,,19363,3,65,,,,Butterfly Maxi Large,25917,MSKU03794,ST001-Core,Yes,600000,76619,SKU14906 MRP-[320],Top15-SubCat,Feminine Care,Butterfly Maxi Large 9s (Maxi L) (MRP 320),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU04457,8964000043158,Butterfly Ultra Extra Long 7s (UXL),24,341,77,0,0,0,0,0,0,0,Butterfly Ultra Extra Long 7s (UXL),0,Home & Personal Care,1,Butterfly,0,0,0,40,12,22,Personal Care,1,40,Alpha,,,,16937,4,94,,,,Butterfly Ultra Extra Long 7s (BF UXL),4510,MSKU03801,ST001-Core,No,600000,52591,SKU04457 MRP-[190],Top15-SubCat,Feminine Care,Butterfly Ultra Extra Long 7s (UXL),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14281,8964000043608,Butterfly Maxi Large 9s (Maxi L) (MRP 320),18,180,77,0,0,0,0,0,0,0,Butterfly Maxi Large 9s (Maxi L) (MRP 320),0,Home & Personal Care,1,Butterfly,0,0,0,40,12,22,Personal Care,1,40,Alpha,,,,19363,4,65,,,No,Butterfly Maxi Large,6642,MSKU03794,ST001-Core,No,600000,76619,SKU14281 MRP-[320],Top15-SubCat,Feminine Care,Butterfly Maxi Large 9s (Maxi L) (MRP 320),OOS SKU
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14512,SKU14512,Butterfly Maxi Large Value Pack 18s (Maxi L VP) (MRP 620),12,2,28,0,58,28622.98,4,10,58,28622.98,Butterfly Maxi Large Value Pack 18s (Maxi L VP) (MRP 620),0,Home & Personal Care,1,Butterfly,0,4,200361,12,12,,Personal Care,1,12,Alpha,,,,28484,5,54,,,,Butterfly Maxi Large Value Pack,,MSKU03795,ST001-Core,Yes,600000,10626,SKU14512 MRP-[620],,Feminine Care,Butterfly Maxi Large Value Pack 18s (Maxi L VP),Butterfly
Butterfly,Jugnu Fulfillment Centre - Islamabad,SKU14751,8964000043158,Butterfly Ultra Extra Long 7s (UXL),36,141,77,0,534,93509.81,14,24,528,92459.14,Butterfly Ultra Extra Long 7s (UXL),1,Home & Personal Care,5585,Butterfly,1050.67,14,116,21,12,,Personal Care,1,21,Alpha,,,,16937,3,94,,,,Butterfly Ultra Extra Long 7s (BF UXL),20721,MSKU03801,ST001-Core,Yes,600000,52591,SKU14751 MRP-[220],Top15-SubCat,Feminine Care,Butterfly Ultra Extra Long 7s (UXL),Butterfly
Red Bull,Jugnu Fulfillment Centre - Islamabad,SKU04371,SKU00001,Red Bull Stimulant Drink 250 ML,24,1197,189,0,565,205280.09,23,12,564,204916.77,Red Bull Stimulant Drink 250 ML,6,Beverages,55994,Red Bull,363.32,23,26,7,7,,Beverages,1,7,Charlie,,,,123810,14,338,,,,Red Bull Stimulant Drink 250 ML,291026,MSKU03714,,Yes,700000,505648,SKU04371 MRP-[400],Top15-SubCat,Energy Drinks,Red Bull Stimulant Drink 250 ML,Red Bull
Red Bull,Jugnu Fulfillment Centre - Islamabad,SKU12179,SKU12179,Red Bull Stimulant 4Pack Cricket 250ml,6,169,42,0,0,0,0,0,0,0,Red Bull Stimulant 4Pack Cricket 250ml,0,Beverages,1,Red Bull,0,0,0,45,7,18,Beverages,1,45,Charlie,,,,51628,6,36,,,,Red Bull Stimulant 4Pack Cricket,31530,MSKU09621,,No,700000,162168,SKU12179 MRP-[1600],Top15-SubCat,Energy Drinks,Red Bull Stimulant 4Pack Cricket 250ml,OOS SKU
Red Bull,Jugnu Fulfillment Centre - Islamabad,SKU04372,SKU00002,Red Bull Sugar Free 250 ML,24,121,28,0,199,73396.17,8,7,199,73396.17,Red Bull Sugar Free 250 ML,0,Beverages,3723,Red Bull,0,8,138,17,7,,Beverages,1,17,Charlie,,,,14347,2,39,,,No,Red Bull Sugar Free 250 ML,17278,MSKU03715,,Yes,700000,29855,SKU04372 MRP-[427],Top15-SubCat,Energy Drinks,Red Bull Sugar Free 250 ML,Red Bull
Red Bull,Jugnu Fulfillment Centre - Islamabad,SKU12178,SKU12178,Red Bull Stimulant 4Pack 250ml,6,14,35,0,134,183599.8,20,2,122,167158.03,Red Bull Stimulant 4Pack 250ml,0,Beverages,1495,Red Bull,16441.77,20,783,7,7,,Beverages,1,7,Charlie,,,,1495,0,1,,,,Red Bull Stimulant 4Pack,1495,MSKU09620,,Yes,700000,2329,SKU12178 MRP-[1600],,Energy Drinks,Red Bull Stimulant 4Pack 250ml,Red Bull
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU03631,3146619,Harpic Toilet Cleaner 125 ML Original,36,1054,903,0,26,1385.13,0,26,26,1385.13,Harpic Toilet Cleaner 125 ML Original,0,Home & Personal Care,1,Harpic  Toilet Cleaner  ,0,0,9696,28,28,,Home Care,1,28,Alpha,,,,57132,29,1052,,No,No,Harpic Toilet Cleaner Original 125 ml,37613,MSKU03033,,No,800000,74428,SKU03631 MRP-[65],Top15-SubCat,Surface Cleaners,Harpic Toilet Cleaner 125 ML Original,Harpic  Toilet Cleaner  
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU03640,3010897,Harpic Toilet Cleaner 1 Ltr Original (MRP 825),12,60,35,0,0,0,0,0,0,0,Harpic Toilet Cleaner 1 Ltr Original (MRP 825),0,Home & Personal Care,1,Harpic  Toilet Cleaner  ,0,0,0,46,28,24,Home Care,1,46,Alpha,,,,36264,4,53,,,No,Harpic Toilet Cleaner 1 Lt Original,6842,MSKU03042,,No,800000,22243,SKU03640 MRP-[825],,Surface Cleaners,Harpic Toilet Cleaner 1 Ltr Original (MRP 825),OOS SKU
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU03634,3191403,Harpic Bathroom Cleaner Floral 250 ml,24,120,217,0,0,0,0,0,0,0,Harpic Bathroom Cleaner Floral 250 ml,0,Home & Personal Care,1,Harpic Bathroom Cleaner,0,0,0,28,28,19,Home Care,1,28,Alpha,,,,31423,8,191,,,,Harpic Bathroom Cleaner Floral 250 ml,19569,MSKU03036,,No,800000,25493,SKU03634 MRP-[195],Top15-SubCat,Surface Cleaners,Harpic Bathroom Cleaner Floral 250 ml,OOS SKU
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU14253,3139060,Mortein LED Machine with Refill 30 Nights,24,160,28,0,31,16223.6,1,7,31,16223.6,Mortein LED Machine with Refill 30 Nights,1,Home & Personal Care,9415,Mortein,0,1,12,36,28,,Home Care,1,36,Alpha,,,,28244,2,51,,,,Mortein LED Machine with Refill 30 Nights,36544,MSKU03068,ST001-Core,Yes,800000,83265,SKU14253 MRP-[650],Top15-SubCat,Insect Killer,Mortein LED Machine with Refill 30 Nights,Mortein
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU11224,SKU11224,Robin Liquid Blue 75 ml x2 Save Rs 15,24,120,70,0,0,0,0,0,0,0,Robin Liquid Blue 75 ml x2 Save Rs 15,0,Home & Personal Care,1,Robin,0,0,0,36,28,20,Home Care,1,36,Alpha,,,,31169,4,103,,,,Robin Liquid Blue 75 ml x2 Save Rs 15,20509,MSKU03073,,No,800000,45359,SKU11224 MRP-[365],Top15-SubCat,Softeners/Bleaches,Robin Liquid Blue 75 ml x2 Save Rs 15,OOS SKU
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU12496,3012564,Robin Liquid Blue 150 ml x2 Save Rs 26,24,73,21,0,2,1081.4,0,0,0,0,Robin Liquid Blue 150 ml x2 Save Rs 26,0,Home & Personal Care,3971,Robin,1081.4,0,0,90,28,6,Home Care,1,90,Alpha,,,,12997,1,23,,,,Robin Liquid Blue 150 ml x2 Save Rs 26,11857,MSKU03075,,No,800000,25093,SKU12496 MRP-[684],Top15-SubCat,Softeners/Bleaches,Robin Liquid Blue 150 ml x2 Save Rs 26,OOS SKU
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU04715,3128969,Mortein Flying Insect Killer Odourless 300 ml,48,216,84,0,504,250163.02,10,9,489,242717.69,Mortein Flying Insect Killer Odourless 300 ml,0,Home & Personal Care,11983,Mortein,7445.33,10,142,36,28,,Home Care,1,36,Alpha,,,,60711,3,140,,,No,Mortein Flying Insect Killer Odourless 300 ml,11983,MSKU04058,ST001-Core,Yes,800000,35776,SKU04715 MRP-[584],Top15-SubCat,Insect Killer,Mortein Flying Insect Killer Odourless 300 ml,Mortein
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU03663,3216450,Mortein Flying Insect Killer 375 ml Buy 2 Save Rs 50,12,144,42,0,0,0,0,0,0,0,Mortein Flying Insect Killer 375 ml Buy 2 Save Rs 50,0,Home & Personal Care,3111,Mortein,0,0,0,36,28,10,Home Care,1,36,Alpha,,,,60149,5,58,,,,Mortein Flying Insect Killer 375 ml Buy 2 Save Rs 50,68385,MSKU03065,ST001-Core,No,800000,136642,SKU03663 MRP-[1210],Top15-SubCat,Insect Killer,Mortein Flying Insect Killer 375 ml Buy 2 Save Rs 50,OOS SKU
Reckitt Hygiene,Jugnu Fulfillment Centre - Islamabad,SKU03637,3012079,Harpic Toilet Cleaner Original 450 ml,12,147,98,0,0,0,0,0,0,0,Harpic Toilet Cleaner Original 450 ml,0,Home & Personal Care,1,Harpic  Toilet Cleaner  ,0,0,0,138,28,50,Home Care,1,138,Alpha,,,,42605,9,103,Core,,,Harpic Toilet Cleaner Original 500 ml,,MSKU03039,ST001-Core,No,800000,211866,SKU03637 MRP-[499],Top15-SubCat,Surface Cleaners,Harpic Toilet Cleaner Original 450 ml,OOS SKU
